Encrypted_Text,Cipher_Type
"De hucou pe dqea nkdo iy: Paj iu adpkbn jrau,",Vigenère
ANULXALIPRBOMLHRMGPAULLRIUGMPHTCPDIUIU,Playfair
"Ne h e:t ot,olset aedn o e eefl he souosLmnde",Rail Fence
"Va lcuuc za riec xavc ua: Lcz qc cvhalx zrcc,",Affine
Dqg krog wkhh wr pb Khduw,Caesar
Qdn xyht pxoa dk wu Laqbp,Vigenère
RACYMPKZCFKLNOBYIMDZ,Playfair
Ah e Htn odte om erdlhtya,Rail Fence
Ivx ralx zrcc za qy Rcipz,Affine
"Edqt. Wkhuh li L jurz,",Caesar
"Rqxm. Jxonu ev Y qneg,",Vigenère
IBYWPDKMFKGKKNNV,Playfair
"B.ei waq hr fIgo,nTe r",Rail Fence
"Nivk. Zrcpc wh W mpao,",Affine
Wkh Kduxhvw lv brxu rzqh,Caesar
Jxo Rknkooj ei ueen ysdo,Vigenère
PDFCRMMLTLSXHNZMNVMG,Playfair
THeiooh aus syu weert rn,Rail Fence
Zrc Ripecuz wu yaep aovc,Affine
"Nlqj. Pb sohqwhrxv Lrbhv,",Caesar
"Ayxc. Co lbojjokkc Syuuc,",Vigenère
EKYQNCQPGMLKMVXSNHIL,Playfair
"K. nuo,ig ypetosIysnMle e",Rail Fence
"Gwvm. Qy flcvzcaeu Waycu,",Affine
"Zdqwrq lq ixoqhvvh, vhhnh wr klgh wkhpvhoxhv",Caesar
"Mqxpex yx vehdooio, cauua dk reto jraccabeai",Vigenère
XNRQNAGAEVQMILLILIFEKLHFKBKLCFALLUMLXA,Playfair
"Wonlsse eelatni unse ek ohd hmeusn fe,etitse",Rail Fence
"Oivzav wv helvcuuc, uccgc za rwxc zrcquclecu",Affine
"Lq gursv ri vruurz. Vrqqhv, Nlqvphq, Wkdqhv,",Caesar
"Yd zhyli kv oebneg. Wkdxai, Usjiwad, Drwdoo,",Vigenère
GAKDHVPAIPNMMNXQNAMGTIGALAGMPDRAIL,Playfair
"Ir soSeKm nndoso orw ons ise,Tae, pfr.n,nnhs",Rail Fence
"Wv xpafu ah uappao. Uavvcu, Gwvuqcv, Zrivcu,",Affine
"Dqg brx zkrvh sodfhv duh wkh qhduhvw, nqrz,",Caesar
"Qdn oyq gdeca zhqmai who jra xaqbaid, ujeg,",Vigenère
RACBMVVYAPFLSMELXBMKPDGMIMMKTLGRNV,Playfair
"Aywea   r,on o hs lcsaetenaet nwduoperhesk,",Rail Fence
"Ivx yae orauc fliscu ipc zrc vcipcuz, gvao,",Affine
Zh zloo hvwdeolvk rxu Hvwdwh ysrq,Caesar
Mu syvh oojkxbsox kkb Ocpqda flex,Vigenère
UGXGSUULTLBISEPBMVMKTLRSFUVHAW,Playfair
Wiebhrt newl sals u saevo ltioEtp,Rail Fence
Oc owll cuzinlwur aep Cuzizc jfav,Affine
"Rxu hoghvw, Pdofroph, zkrp zh qdph khuhdiwhu,",Caesar
"Ekb uvzucp, Cqvyeviu, mrkc su jqwa rahowvdah,",Vigenère
MVMKTCILLRMSHMUCGUFHNUGMROFCKMIMKPKM,Playfair
"OesMo,oemef,u let acle hmw aehratrrd,lmw n ee",Rail Fence
"Aep clxcuz, Qilsalqc, oraq oc viqc rcpcihzcp,",Affine
Wkh Sulqfh ri Fxpehuodqg: zklfk Krqru pxvw,Caesar
Jxo Zbedma yb Gqclahvwdn: gdymd Lkdyn wqid,Vigenère
PDFLAKMYFMEHMCCIMTRAYZBFHYFHANMOXLSZ,Playfair
TPcfml:iHrsh rneo ubrad hc oo utei Cenwhnm,Rail Fence
Zrc Fpwvsc ah Seqncplivx: orwsr Ravap qeuz,Affine
"Qrw yqdffrpsdqlhg, lqxhvw klp rqhob,",Caesar
"Ded lxwsmkczwdsat, yxqucp rec kdoho,",Vigenère
ANPZARBUHMOLRAKFBKMWILPDEANALUBW,Playfair
"Nvcadntmeo ncopne,ius i nl,tami ehoy",Rail Fence
"Vaz jvissaqfivwcx, wvecuz rwq avcly,",Affine
"Exw vljqhv ri Qreohqhvvh, olnh Vwduuhv, vkdoo vklqh",Caesar
"Rkd iscdoo yb Rkrvadooio, veao Cdwhbai, irwbv iredo",Vigenère
CXLTKIMGPAGOAHULMGXALISEEFTLRMMKXAPBMSPTBFMG,Playfair
"Bsefbe,ktesliu inso olnse ieSars hl hntg Nesl r,ase",Rail Fence
"Nez uwmvcu ah Vanlcvcuuc, lwgc Uzippcu, urill urwvc",Affine
"Rq doo ghvhuxhuv. Iurp khqfh wr Hqyhuqhv,",Caesar
"Ed wbv tooubqubo. Vhyi radma dk Ijlondoo,",Vigenère
NAMSTCILKMMLATKONOCFMYKLMFOWKMMGXA,Playfair
"Oleu.oe Er,naldsres rmhnet nens  erF cove",Rail Fence
"Av ill xcucpecpu. Hpaq rcvsc za Cvjcpvcu,",Affine
Dqg elqgh yv ixuwkhu wr brx,Caesar
Qdn rsjto lc venjrah pe uee,Vigenère
RACDGACKXPEVDZCFDZNHMV,Playfair
Abe t yn id sfrhrt odnvueou,Rail Fence
Ivx nwvxc ju hepzrcp za yae,Affine
"Pdfe. Wkh Uhvw lv Oderu, zklfk lv qrw yv'g iru brx:",Caesar
"Cqmx. Jxo Booj ei Bqlkh, mresr yc dyp fo'n vyn ikk:",Vigenère
ORHDPDKMILSKTPBINMVYEBBFQARPXPHKNMHNVZ,Playfair
"M.essb cst'ooab h eti ao,wihi o sdfryucTR Lrh nv  :",Rail Fence
"Qisn. Zrc Pcuz wu Linap, orwsr wu vaz ju'x hap yae:",Affine
"Loh eh pb vhoih wkh Khuehqjhu, dqg pdnh lrbixoo",Caesar
"Ybo ro ci iohvo jra Lahladqah, qxz wwao yyuvehb",Vigenère
ESICLCBQLUGFPDFCKMCIYQKMRACRRIFKNHEVSUSU,Playfair
"IbyltHernaiul em ef h ebne,admk ofle seerg  eyl",Rail Fence
"Wlc nc qy uclhc zrc Rcpncvmcp, ivx qigc wayhell",Affine
"Wkh khdulqj ri pb Zlih, zlwk brxu dssurdfk:",Caesar
"Jxo xowhsjw kv io Mypa, sydd ikkb qzlhywsr:",Vigenère
PDFCIMAKYQHPNCXGGFXGPDHNZMOSTONRHY,Playfair
"Thioyfw rpch ern fm ie ihyu praheag W,toao:",Rail Fence
"Zrc rcipwvm ah qy Owhc, owzr yaep iffpaisr:",Affine
Vr kxpeob wdnh pb ohdxh,Caesar
Ie dkwxbi jkgu io hukqu,Vigenère
PACVACQCSREFNCULMXIU,Playfair
Suykyaohml aem eu bt le,Rail Fence
Ua reqnly zigc qy lciec,Affine
Nlqj. Pb zruwkb Fdzgru,Caesar
Ayxc. Co sebpxi Mkstyn,Vigenère
EKYQNCVNDZYBBMZYNM,Playfair
K. tCoig ywrh adrnMoyw,Rail Fence
Gwvm. Qy oapzry Sioxap,Affine
"Pdfe. Wkh Sulqfh ri Fxpehuodqg: wkdw lv d vwhs,",Caesar
"Cqmx. Jxo Zbedma yb Gqclahvwdn: ddqd yc q ojol,",Vigenère
ORHDPDFLAKMYFMEHMCCIMTRAKZBOSKXBTLFL,Playfair
"M.ei Cent aeab h rneo ubrad hti  tpcTPcfml:ass,",Rail Fence
"Qisn. Zrc Fpwvsc ah Seqncplivx: zriz wu i uzcf,",Affine
"Rq zklfk L pxvw idoo grzqh, ru hovh r'uh-ohdsh,",Caesar
"Ed sxsyx Y wqid vkhb zegju, eb uvou k'ba-vaqza,",Vigenère
NAVYEBBFCMTLIOSUTCNVMGNMLULINMLUIMLF,Playfair
"Oh uf nolo-pnwihIms aldwe res 'elae c tlo, ere,",Rail Fence
"Av orwsr W qeuz hill xaovc, ap cluc a'pc-lcifc,",Affine
"Iru lq pb zdb lw obhv. Vwduuhv klgh brxu iluhv,",Caesar
"Veb yx ci mku sp vuuc. Wpqbnuc xszu ueen pehoo,",Vigenère
PHAKAOGNNBKSQCILTLRMMKPBKBGCMVOKKAIL,Playfair
"Fiyy steiy eo nm a tle.Sarshd orfrsr wiy r eui,",Rail Fence
"Hap wv qy oiy wz lycu. Uzippcu rwxc yaep hwpcu,",Affine
Ohw qrw Oljkw vhh pb eodfn dqg ghhsh ghvluhv:,Caesar
Bud dyp Pewrp cau io xbkya wdn toafo tooybai:,Vigenère
ULQRRPSEFYLTIULCBDSMDERABZCKFLKCILKAIL,Playfair
LnLte cne i:e o ih e ybakaddeedsrsttgsml  pee,Rail Fence
Lcz vaz Lwmrz ucc qy nlisg ivx xccfc xcuwpcu:,Affine
"Wkh Hbh zlqnh dw wkh Kdqg: bhw ohw wkdw ehh,",Caesar
"Jxo Oia gedua kp ddu Xqxz: uud bop ddqd roa,",Vigenère
PDIUGCGUGAEFRSPDFCRACBKLULSZPDRSCIIU,Playfair
"TEwe  deehbh y ik tteHn:ytltta e,eenaha   te",Rail Fence
"Zrc Cyc owvgc iz zrc Rivx: ycz lcz zriz ncc,",Affine
"Zklfk wkh Hbh ihduhv, zkhq lw lv grqh wr vhh.",Caesar
"Mxsyx pxo Oia paqbai, mrad ej ei zexa dk cau.",Vigenère
VYEBDPCFGCFGIMMKQXCFAGSKTBNAKLAPIUIU,Playfair
"Wheea,et e .hc h y ers hni sdn oseitEfew iote",Rail Fence
"Orwsr zrc Cyc hcipcu, orcv wz wu xavc za ucc.",Affine
Hqwhu.,Caesar
Uddah.,Vigenère
GMLKAZ,Playfair
Erne.t,Rail Fence
Cvzcp.,Affine
"Nlqj. Wuxh zruwkb Edqtxr: kh lv ixoo vr ydoldqw,",Caesar
"Ayxc. Jhea gkhddo Rqxmky: ra so pqbv iy lkhykjj,",Vigenère
EKYQZDMLVNDZYBIBYWVMCFSXEVSUPTHOMSSBRQ,Playfair
"K.uoyn: f vaig rewrh aqo ei uls ain,nT tBuhslolt",Rail Fence
"Gwvm. Zpec oapzry Nivkea: rc wu hell ua jilwivz,",Affine
"Dqg lq klv frpphqgdwlrqv, L dp ihg:",Caesar
"Qdn yx xso mkcwadnwjskdc, M qw voz:",Vigenère
RABKOYSXHMAUCLRYRSFAAQSBOEKC,Playfair
"Aiioni,aen nhscmedtos  mfdd  manI :",Rail Fence
"Ivx wv rwu saqqcvxizwavu, W iq hcx:",Affine
"Lw lv d Edqtxhw wr ph. Ohw'v diwhu klp,",Caesar
"Yj ei w Fwdaqud jy co. Paj'o kbjon rec,",Vigenère
KSSXBIRALWKLPRCLULLTOILKODEA,Playfair
"IsButee eiti  aqe om.Ltsatrhm ant  'f ,",Rail Fence
"Wz wu i Nivkecz za qc. Lcz'u ihzcp rwq,",Affine
"Zkrvh fduh lv jrqh ehiruh, wr elg yv zhofrph:",Caesar
"Mxyou yqba so qkdo robeba, pe xyn lc mohsyiu:",Vigenère
VYAPLERMFKQINAICFGNMKLAHKBXPUGUENOIU,Playfair
"Wersneeod c:hs aei oebfr,t i swloeoc g o bvem",Rail Fence
"Orauc sipc wu mavc nchapc, za nwx ju oclsaqc:",Affine
Lw lv d shhuhohvvh Nlqvpdq.,Caesar
Yj ei w zaubabooio Usjiwwd.,Vigenère
KSSXOSIUKMLUILLIEKAQORAW,Playfair
Ispesiati  erlseKnmn aee s.,Rail Fence
Wz wu i fccpclcuuc Gwvuqiv.,Affine
Iorxulvk. Hahxqw.,Caesar
Vbyqhsox. Ohakxp.,Vigenère
EPMVAKPBIULMRQ,Playfair
Fr.e.luih xutosEn,Rail Fence
Hlaepwur. Ctcevz.,Affine
Vfhqd Txlqwd.,Caesar
Isojq Gksjjk.,Vigenère
LBGMNSXERQBA,Playfair
Sai.cn unaeQt,Rail Fence
Uscvi Kewvzi.,Affine
Hqwhu Pdfehwkv Zlih dorqh zlwk d Ohwwhu.,Caesar
Uddah Cqmxuddi Mypa khexa gejr q Budpub.,Vigenère
GMLKMOMBCIPDQXKGIMPMMGXGPDMSKLLKAZ,Playfair
Erchiaet tne abtsWf ln ihaLte.tMe eow er,Rail Fence
Cvzcp Qisnczru Owhc ilavc owzr i Lczzcp.,Affine
Odgb. Wkhb phw ph lq wkh gdb ri vxffhvvh: dqg L kdxh,Caesar
Bqnu. Jxou waj iu ed pxo tku yb cqsmaica: wdn S dqea,Vigenère
SMCBPDGCCLLRFKRQCFBRHNIPMEELXALIRABKBOML,Playfair
L.eee   se:dhay hymtm ntedyo ucse n  aedT  ihafcsaIu,Rail Fence
Lixy. Zrcy qcz qc wv zrc xiy ah uesscuuc: ivx W riec,Affine
"ohduq'g eb wkh shuihfw'vw uhsruw, wkhb kdxh pruh lq wkhp, wkhq",Caesar
"huknd'z lu ddu lubbump'cp bafynj, jrao dqea wkho yx jrac, jrad",Vigenère
ULRMRYDBPDFLKMGFDLTLMKVHDZPDGCBOMLONMKGAPDLCPDGM,Playfair
"lnbhectp,eam t,eer' yteprets eot hyhu oei hm hnad  f'rrt ernet",Rail Fence
"lcipv'x ny zrc fcphcsz'uz pcfapz, zrcy riec qapc wv zrcq, zrcv",Affine
pruwdoo nqrzohgjh. Zkhq L exuqw lq ghvluh wr txhvwlrq wkhp,Caesar
iebpqvh ujeghuncu. Grad Y lqhxp sj naisnu pe mkoojskd pxoi,Vigenère
ONDZMSTEANUQKCIFVYGMSIZMRQGACKXSMKPRLWILSKNAPDLC,Playfair
maklehIriee sneotl nweg.We  un ndsr oqeto hmrlod nbt ituit,Rail Fence
qapzill gvaolcxmc. Orcv W nepvz wv xcuwpc za kecuzwav zrcq,Affine
"ixuwkhu, wkhb pdgh wkhpvhoxhv Dbuh, lqwr zklfk wkhb ydqlvk'g.",Caesar
"bkbpxon, pxou wwto jraccabeai Qoba, eddk gdymd ddui lkjycd'n.",Vigenère
EVDZCFDZCFCNRBKLCFALLUMLXBDNFKRQNVBFHYPDGCXOAGPBBZ,Playfair
"fh ydhesri chvs.ute,te aetesle ye nowihte aihdrrhm muA,th yn'",Rail Fence
"hepzrcp, zrcy qixc zrcquclecu Iypc, wvza orwsr zrcy jivwur'x.",Affine
"Zklohv L vwrrg udsw lq wkh zrqghu ri lw, fdph Plvvlxhv iurp",Caesar
"Mxshuc S ojykt nqzp sj ddu sexzub ep yd, mwco Wsoisquc vbkc",Vigenère
VYESILSXPRRHMRQLGAPDGUNACKMNGKLDROLCSXXSMLPIMNAU,Playfair
"We oaihor  eserhlsIsodrp ntewne fi,cm isusfoi t t  dotaMi m",Rail Fence
"Orwlcu W uzaax pifz wv zrc oavxcp ah wz, siqc Qwuuwecu hpaq",Affine
"wkh Nlqj, zkr doo-kdlo'g ph Wkdqh ri Fdzgru, eb zklfk Wlwoh",Caesar
"pxo Usjw, mrk khb-dqsh'n co Drwdo ep Mkstyn, xo sxsyx Jydhu",Vigenère
PDFEGAQNFHMSPCBSTCCLPDRAFMEHNXHRADGNBFHYSKLPIU,Playfair
"tK,oli Te d whth ig h l-aldm hn fCwo,b hc ilenwah'eaoaryiTe",Rail Fence
"zrc Gwvm, ora ill-riwl'x qc Zrivc ah Sioxap, ny orwsr Zwzlc",Affine
"ehiruh, wkhvh zhbzdug Vlvwhuv vdoxwhg ph, dqg uhihuu'g ph wr",Caesar
"xupkho, dduca gaogwhn Csojoni oqvqjoz wa, wdn hobubn'n co jy",Vigenère
CIPHMKPDILGUGCXNDKXSTLKMXAXBUMLKCRIMRYMKGFAZDKCLPR,Playfair
"brteydssld,df'eeoe hs ewr itr aue e n eerdm of,ewaSestmarr t",Rail Fence
"nchapc, zrcuc ocyoipx Uwuzcpu uilezcx qc, ivx pchcpp'x qc za",Affine
"wkh frpplqj rq ri wlph, zlwk kdloh Nlqj wkdw vkdow eh. Wklv",Caesar
"pxo syicsjw kd kv pywa, sydd rwyva Oedq jrwj oxkhj xu. Drei",Vigenère
PDLENOAEYQNAHPSKCLXGPDBOESFEGAKQBOLTBOPLCIPDSX,Playfair
"tciofmw lit lehh omn no ie ihhieKn htsatb.Tiemg t,ta gah  s",Rail Fence
"zrc saqqwvm av ah zwqc, owzr riwlc Gwvm zriz urilz nc. Zrwu",Affine
kdxh L wkrxjkw jrrg wr gholxhu wkhh (pb ghduhvw Sduwqhu ri,Caesar
dqea M jrkkqdj ceyz dk nabsqub jrau (ci towhooj Fqbpdon yb,Vigenère
BOMLKSFHWEDPFNRHPRCKSEMLDZCFLCBCIMMKTLSODZMGMNIV,Playfair
h hhoteeh(dePnoaeItogtgo odlurte m ers ate fu u d i eyatrr,Rail Fence
riec W zraemrz maax za xclwecp zrcc (qy xcipcuz Fipzvcp ah,Affine
Juhdwqhvvh) wkdw wkrx pljkw'vw qrw orrvh wkh gxhv ri uhlrbflqj,Caesar
Whowjxaica) pxkp ddee cscxd'id dyp vkeca ddu zkoo yb bayyussjw,Vigenère
KNIMQRILLIPDRSPDMVAEFYLTQRRPPMAPKLCFCZILHPMKFABHGAIW,Playfair
Gtst ugsoo  s onranse htto ih'tntloetede friyigee)ahmt  shuoec,Rail Fence
Mpcizvcuuc) zriz zrae qwmrz'uz vaz laauc zrc xecu ah pcwayswvm,Affine
eb ehlqj ljqrudqw ri zkdw Juhdwqhvvh lv surplv'g wkhh. Odb,Caesar
xo xusjw ewxkhkjj kv sxkp Knukpdooio yc fbkcso'n jrau. Vku,Vigenère
DBCIGAIKQYNMRAPRGVBOQKMKRSMGXALISXTONOSXKZCFLUNB,Playfair
be ot tee pi eaybiginrn fwa ransei rmsdte.Ly ngaohGtsso'h ,Rail Fence
ny ncwvm wmvapivz ah oriz Mpcizvcuuc wu fpaqwu'x zrcc. Liy,Affine
lw wr wkb khduw dqg iduhzhoo.,Caesar
ej pe pxi xowhd qxz pwhosuvh.,Vigenère
KSPRPDBYIMDZRAHKRMGULUSU,Playfair
ioyaafw.tt h er n aeel thtdrl,Rail Fence
wz za zry rcipz ivx hipcocll.,Affine
"Jodpbv wkrx duw, dqg Fdzgru, dqg vkdow eh",Caesar
"Wbkioc jrkk whd, kjt Sqgzeb, kjt oxkhj xu",Vigenère
EQROBQPDMVRMSRRYBMZYNMRABTBOPLCI,Playfair
"Gyha  d  lelmsto r,adCwo,adsatba utnarnh ",Rail Fence
"Mliqyu zrae ipz, ivx Sioxap, ivx urilz nc",Affine
"Zkdw wkrx duw surplv'g: bhw grh L ihduh wkb Qdwxuh,",Caesar
"Mxkp ddee qbp znewei'z: uud tya M vowho jru Rwjenu,",Vigenère
VYRSPDMVRMLQMNAETBCGZKMFKGIMMKPDGYRSZMIU,Playfair
"W uto'ydIatNrhtto r rmsd e o  er h aueahapi:tefeyt,",Rail Fence
"Oriz zrae ipz fpaqwu'x: ycz xac W hcipc zry Vizepc,",Affine
"Lw lv wrr ixoo r'wk' Plonh ri kxpdqh nlqgqhvvh,",Caesar
"Yj ei pey vehb k'dd' Cyvgu kv dkwwdo asjtxaica,",Vigenère
KSSXPRHPMUPMPDAETEFMPFMCRAFEGAYRILLI,Playfair
"Isol' kfm dsti o ulot'Mleo uaeknnse tf hi hnie,",Rail Fence
"Wz wu zaa hell a'zr' Qwlgc ah reqivc gwvxvcuuc,",Affine
"Wr fdwfk wkh qhhuhvw zdb. Wkrx zrxog'vw eh juhdw,",Caesar
"Je yqdyx pxo doahooj sqi. Xdee myqbn'id ro wbaqd,",Vigenère
PRBMLDDPCFMGKMILQZNBPDMVVNMUBTSDFIMKRS,Playfair
"Ta  r .oo'br,octhteneetwy huwuds eget chesaT lt a",Rail Fence
"Za sizsr zrc vccpcuz oiy. Zrae oaelx'uz nc mpciz,",Affine
"Duw qrw zlwkrxw Dpelwlrq, exw zlwkrxw",Caesar
"Qhd dyp gejrkkd Kwxydeex, lqj syddeep",Vigenère
RMQRRPXGPDMVSRACKSFAAYZLXGPDMVSZ,Playfair
"AnwoAt,tttr o ihu miin u ihuttttbobwo",Rail Fence
"Ipz vaz owzraez Iqnwzwav, nez owzraez",Affine
"Wkh looqhvvh vkrxog dwwhqg lw. Zkdw wkrx zrxog'vw kljkob,",Caesar
"Jxo yvhdooio irkkvz kpjojt ej. Grwj pxyq gkkvz'cp rewrho,",Vigenère
PDFKSUQMILLIPBMVTCRSLKRYKSVYRSPDMVVNMUBTPDKICPBW,Playfair
"Tie uantht ltg,h lnsesol tedi.Wa huwuds ihyelshdt  too'hl",Rail Fence
"Zrc wllvcuuc uraelx izzcvx wz. Oriz zrae oaelx'uz rwmrly,",Affine
"Wkdw zrxog'vw wkrx krolob: zrxog'vw qrw sodb idovh,",Caesar
"Jxkp gkkvz'cp ddee xyhyvu: seeht'oj jed fvwo bqvou,",Vigenère
PDRSVNMUBTSZPDMVFHSEQCVNMUBTQRRPQPNBIOPTIU,Playfair
"T ltooyo'np shtwuds huhll:wuds o lyfleao't i lttaa,",Rail Fence
"Zriz oaelx'uz zrae ralwly: oaelx'uz vaz fliy hiluc,",Affine
Dqg bhw zrxog'vw zurqjob zlqqh.,Caesar
Qdn oop gkkvz'cp gnexcbi msjdo.,Vigenère
RACBKLVNMUBTQZMNYQQCXGAWMG,Playfair
Aywd n nn e ol'twogywnedtusrli.,Rail Fence
Ivx ycz oaelx'uz opavmly owvvc.,Affine
"Wkrxog'vw kdxh, juhdw Jodpbv, wkdw zklfk fubhv,",Caesar
"Jxyqbn'id xkqu, wbaqd Qvwcio, pxkp gdymd mnooo,",Vigenère
PDMVTCTLBOMLKNIMQKSMNCTLBOQZBFHYDMCGXA,Playfair
"Tltugta,ah ehuds ae ra lms htwihcyso'h,eGyt cr,",Rail Fence
"Zraelx'uz riec, mpciz Mliqyu, zriz orwsr spycu,",Affine
"Wkxv wkrx pxvw grh, li wkrx kdxh lw;",Caesar
"Jxeo ddee ceoj zeo, sb ddee xkqu ej;",Vigenère
PDXLPDMVCMTLHRFKKPFHVCMXFKSZ,Playfair
"T usoihh hsto utde fto aei;uhm , uut",Rail Fence
"Zreu zrae qeuz xac, wh zrae riec wz;",Affine
"Dqg wkdw zklfk udwkhu wkrx gr'vw ihduh wr grh,",Caesar
"Qdn jrwj sxsyx nqddub jrkk ze'oj buknu pe zeo,",Vigenère
RAKZBOQZBFHYMRPDKMPDMVHRTLGFRMKLRHMF,Playfair
"At caroo roen htwihrte hud'tfaet o,dah ht se d",Rail Fence
"Ivx zriz orwsr pizrcp zrae xa'uz hcipc za xac,",Affine
"Wkhq zlvkhvw vkrxog eh yqgrqh. Kljk wkhh klwkhu,",Caesar
"Jxoj geiraid irkkvz la fjtyju. Rscx pxoa rejrah,",Vigenère
PDGMXGPBILLTFHMUCDFURYNAFCKIDPCFFCKSCFAZ,Playfair
"T h ubneit hhnwsetsol evdn.Hg hehte,eishd o heir",Rail Fence
"Zrcv owurcuz uraelx nc jvxavc. Rwmr zrcc rwzrcp,",Affine
"Wkdw L pdb srzuh pb Vslulwv lq wklqh Hduh,",Caesar
"Jxkp M cku zkmba wu Wlybejc yx jredo Oknu,",Vigenère
PDRSEANBVHZNLCBQSFAKLTGAPDGAIUIMMK,Playfair
"T ao Siih ehtImypwem prt ntieEr,a  ryis na",Rail Fence
"Zriz W qiy faopc qy Ufwpwzu wv zrwvc Cipc,",Affine
Dqg fkdvwlvh zlwk wkh ydorxu ri pb Wrqjxh,Caesar
Qdn srwideio mspx pxo lkheen yb wu Xkdqqu,Vigenère
RACHBOTLSXGUKSDPCFXOPMZMHPNCPRYQML,Playfair
Act hel moen hsiewt h aoro yTnudasitvuf g,Rail Fence
Ivx sriuzwuc owzr zrc jilaep ah qy Zavmec,Affine
"Doo wkdw lpshlghv wkhh iurp wkh Jroghq Urxqg,",Caesar
"Qbv jrwj eczaynai pxoa pnew jra Kkbnad Heejt,",Vigenère
MSPLBOSKOLFKCKTLCFFGMNRLCFFNTCGMMNWMBZ,Playfair
"At esertGeo,l htipie hefo h odnRudlamdt mel n",Rail Fence
"Ill zriz wqfcwxcu zrcc hpaq zrc Malxcv Paevx,",Affine
Zklfk Idwh dqg Phwdskbvlfdoo dbgh grwk vhhph,Caesar
Mxsyx Vqda kjt Cudwfruisyqvh kuto typx ouoiu,Vigenère
VYEBFPRSIMRYCLSRVFBQEBMSSMBCKCRPBPIULCIU,Playfair
Whtnehc etehc aeadMtpyialad ohseeiF  aslyd m,Rail Fence
Orwsr Hizc ivx Qczifryuwsill iyxc xazr uccqc,Affine
Wr kdxh wkhh furzq'g zlwkdoo.,Caesar
Je dqea dduo sbkmx't syddqvh.,Vigenère
PRBOMLPDIULEMNNYYZKSBOSUSU,Playfair
Tat w h.ohu hecondwtal eer'il,Rail Fence
Za riec zrcc spaov'x owzrill.,Affine
Hqwhu Phvvhqjhu.,Caesar
Uddah Cucouxcub.,Vigenère
GMLKMOILLIYQKM,Playfair
Ersgne esne.tMer,Rail Fence
Cvzcp Qcuucvmcp.,Affine
Zkdw lv brxu wlglqjv?,Caesar
Mxkp so ikkb jszyxci?,Vigenère
VYRSSXHNZMSKBKYQXA,Playfair
W y i?hti ortdnsasuig,Rail Fence
Oriz wu yaep zwxwvmu?,Affine
Phvv. Wkh Nlqj frphv khuh wr Qljkw,Caesar
Cuco. Jxo Usjw yewai duba dk Rewrp,Vigenère
CLXATLCFEKYQHMCLPBKMKLNAKIDP,Playfair
M.eno e hes h igcmshr oNgtsTK eeti,Rail Fence
Qcuu. Zrc Gwvm saqcu rcpc za Vwmrz,Affine
Odgb. Wkrx'uw pdg wr vdb lw.,Caesar
Bqnu. Jxyq'bp wwt pe oqi yd.,Vigenère
SMCBPDMVDZORKZAPNBKS,Playfair
L.otd  ay hur a osyi.dT'mtat,Rail Fence
Lixy. Zrae'pz qix za uiy wz.,Affine
"Lv qrw wkb Pdvwhu zlwk klp? zkr, zhu'w vr,",Caesar
"Yi jed jru Qwidah sydd rec? mrk, sub'j oe,",Vigenère
SXANSZPDCNBXLKNZKSBVBFNUFHUGDZPA,Playfair
"Iohartiw 'osnttyMse ihhm h,wrts,   tw ?oe ",Rail Fence
"Wu vaz zry Qiuzcp owzr rwq? ora, ocp'z ua,",Affine
Zrxog kdxh lqirup'g iru suhsdudwlrq,Caesar
Meeht dqea sjvync'z pkh lholqbwjskd,Vigenère
VNMUCYMXFKOGNMRCPHOTMKSOMRSKNA,Playfair
Wdunmfpaiol aeifr' o rprtouh odrean,Rail Fence
Oaelx riec wvhapq'x hap fpcfipizwav,Affine
"Phvv. Vr sohdvh brx, lw lv wuxh: rxu Wkdqh lv frpplqj:",Caesar
"Cuco. Ie lbowio oyq, ej ei phea: kkb Drwdo yc syicsjw:",Vigenère
CLXAXAPAQPIMLIHNXESKTLMZFMZMPDRAFKLBNOAEYQ,Playfair
"M. ay ir  nsmges opes o,i stu:orTaei omn:sSleut euh ci",Rail Fence
"Qcuu. Ua flciuc yae, wz wu zpec: aep Zrivc wu saqqwvm:",Affine
Rqh ri pb ihoorzhv kdg wkh vshhg ri klp;,Caesar
Edo ep ci vohbysuc xkz ddu ofoat kv dyw;,Vigenère
NAFMEOHGLUPMUGPBRBPDILLFKCHPBFAU,Playfair
Ooyleahp hn fm elwshdtesedo i;e fo   efm,Rail Fence
Avc ah qy hcllaocu rix zrc ufccx ah rwq;,Affine
"Zkr doprvw ghdg iru euhdwk, kdg vfdufhob pruh",Caesar
"Mxy qviecp naqn vyn lnukpx, xkz cyqbyuvu wkho",Vigenère
VYNRUCAPZKIMHKNMDAIMPDBOBTBMMDLUCNNMIU,Playfair
"Wasefbthsc eh lotda o rah a creymrom dre,dalo",Rail Fence
"Ora ilqauz xcix hap npcizr, rix usipscly qapc",Affine
Wkhq zrxog pdnh ys klv Phvvdjh,Caesar
Jxoj gkkvz wwao lz xso Qaicwwo,Vigenère
PDGMVNMUCRRIFUVFSXCLXAXBIF,Playfair
T lavieghnwudmk phsMsaeeo e  s,Rail Fence
Zrcv oaelx qigc jf rwu Qcuuimc,Affine
"Odgb. Jlxh klp whqglqj,",Caesar
"Bqnu. Wyea rec puxzyxc,",Vigenère
SMCBIKMLBFRLGMBKYQ,Playfair
"L.uienay iehmtnigdG  d,",Rail Fence
